JobTitle,Classification,Date
                    Desktop Support Technician,Engineering,18-11-10
                    Security Software Developer,Developer,18-11-10
                   Weekend Cook,Developer,18-11-10
                   Night Attendant,Developer,18-11-10
                     Various (expected employment opportunity),Testing and Quality,18-11-10
                   C# .Net Developer,Developer,18-11-10
                    Information Architect,Architects,18-11-10
                    Business Architect,Architects,18-11-10
                    Infrastructure Architect,Architects,18-11-10
                    Communication Strategist,Telecommunications,18-11-10
                   Data Warehouse Developer,Database Development,18-11-10
                    Cabinet Liaison Officer (Two Positions),Developer,11-11-10
"                    Supervisor, Background Checking Services Team",Developer,11-11-10
                   Materiel Data Officer - Configuration Manager,Database Development,11-11-10
"                   Aerospace Engineer - Intelligence, Surveillance and Reconnaissance Deputy",Developer,11-11-10
                   Electrical and Electronics Technician,Engineering,11-11-10
                   Project Communications Engineer,Developer,11-11-10
                   Aerospace Engineer,Developer,11-11-10
                   Materiel Data Officer,Database Development,11-11-10
                    Manager Infrastructure Development - Edinburgh (expected employment opportunity),Engineering,11-11-10
                   Database Administrator,Database Development,11-11-10
                   Cyber Security Professional,Security,11-11-10
                    IT Solution Designers,Architects,11-11-10
                    IT Solution Designers,Architects,11-11-10
                    Quality Assurance & Web Officer,Developer,11-11-10
                   Database Administrator,Database Development,11-11-10
                    Web Administrator & Designer,Developer,11-11-10
                   SharePoint/.Net Developer,Developer,11-11-10
                   SharePoint /.Net Developer,Developer,11-11-10
                   Web Manager,Developer,11-11-10
                    Network Property Management Officer,Developer,11-11-10
                   System Administrator,Engineering,11-11-10
                   SmartForms Tester,Testing and Quality,11-11-10
                    Java Developer/Administrator,Developer,11-11-10
                    Infrastructure Architect,Architects,11-11-10
                    Software and Applications Architect,Architects,11-11-10
                   Materiel Data Officer (expected employment opportunity),Database Development,04-11-10
                   Project Communications Engineer  Mobiles,Developer,04-11-10
                   Marine Technician,Engineering,04-11-10
                   Marine Technician,Engineering,04-11-10
                    Project Communications Engineer,Developer,04-11-10
                   Aerospace Engineer,Developer,04-11-10
                    Marine Technician - Assistant Ship Manager,Engineering,04-11-10
                   Electronics Engineer,Developer,04-11-10
                    Materiel Data Officer - Assistant Local Site Administrator,Database Development,04-11-10
                   Aerospace Engineer,Developer,04-11-10
                   Maintenance Officer - Avionics Repairable Items Manager,Engineering,04-11-10
                    Security Software Developer,Developer,04-11-10
                    Enterprise Architects,Architects,04-11-10
                    DSD Computer Network Defence Specialist,Developer,04-11-10
                    Development Specialist (expected employment opportunity),Testing and Quality,04-11-10
                   Manager  Application Development Environments,Developer,04-11-10
                    Application Support Officer,Developer,04-11-10
                    Application Support Officer,Developer,04-11-10
                    Web Developer,Developer,04-11-10
                    .NET Applications Developer,Developer,04-11-10
                    Investigator,Security,04-11-10
                    Investigator,Security,04-11-10
                    Study in Australia (SIA) Brand and Website Project Manager,Developer,04-11-10
                    Test Designer,Testing and Quality,04-11-10
                    Freedom of Information Delegate,Telecommunications,04-11-10
                    Review Administrator,Engineering,04-11-10
                    Human Resources Graduate (expected employment opportunity),Testing and Quality,04-11-10
                    Electronic Technician,Engineering,04-11-10
"                    Senior Manager, Solution Architecture and Design",Architects,04-11-10
                    Integration Specialist/ Solution Architect,Architects,04-11-10
                    Plant Pathologist (expected employment opportunity),Testing and Quality,28-10-10
                    Solutions Manager,Architects,28-10-10
                    Manager Background Checking Services,Developer,28-10-10
                   Aerospace Engineer,Developer,28-10-10
                    Project Software Engineer,Developer,28-10-10
                   Marine Technician -  SIRIUS Asset Management and Planning System and Configuration,Engineering,28-10-10
                   Project Communications Engineer,Developer,28-10-10
                    Marine Technician,Engineering,28-10-10
                   Marine Technician,Engineering,28-10-10
                   Marine Technician,Engineering,28-10-10
                   Electrical and Electronic Technician,Engineering,28-10-10
                   Aerospace Engineer - Project Engineer Manager,Developer,28-10-10
                   Project Communications Engineer,Developer,28-10-10
                   Chief Engineer,Developer,28-10-10
                   Design Developer  LAND ECM,Developer,28-10-10
                    Training Administrator - Land Intelligence Wing,Engineering,28-10-10
                    Software Development Manager,Developer,28-10-10
                    Security Software Developer,Developer,28-10-10
                    Programs Portal Administrator,Engineering,28-10-10
                    Web Design Manager,Developer,28-10-10
                    Relief Night Attendant,Developer,28-10-10
                   Weekend Cook,Developer,28-10-10
                   Weekend Cook,Developer,28-10-10
                   Weekend Cook,Developer,28-10-10
                   Weekend Cook,Developer,28-10-10
                   Weekend Cook,Developer,28-10-10
                   Weekend Cook,Developer,28-10-10
                   Weekend Cook,Developer,28-10-10
                    Night Attendant,Developer,28-10-10
                    Night Attendant,Developer,28-10-10
                    Night Attendant,Developer,28-10-10
                   Weekend Cook,Developer,28-10-10
                   Weekend Cook,Developer,28-10-10
                    Night Attendant,Developer,28-10-10
                   Fraud Investigator,Security,28-10-10
                   Hyperion Administrator,Engineering,28-10-10
                   Solution Broker - Safer Communities,Architects,28-10-10
                    Windows Administrator,Engineering,28-10-10
                    Project Administrator,Engineering,28-10-10
                   Voice Communications Services Specialist,Telecommunications,28-10-10
                     Dispute Resolution Officer,Architects,28-10-10
"                   Manager, Dispute Resolution",Architects,28-10-10
"                   Manager, Dispute Resolution",Architects,28-10-10
"                   Manager, Dispute Resolution",Architects,28-10-10
                    Infrastructure Service Desk Manager,Engineering,28-10-10
"                    Assistant Manager, Science and Infrastructure Division",Engineering,28-10-10
                    Timescales Data Officer,Database Development,28-10-10
                    Timescales Data Officer,Database Development,28-10-10
"                    Leave Relief Forecaster, Defence Meteorological Support Unit (expected employment",Testing and Quality,28-10-10
                    Web Manager,Developer,21-10-10
                   Materiel Data Officer (expected employment opportunity),Database Development,21-10-10
                   System Engineer (expected employment opportunity),Developer,21-10-10
                    Information Security Professional,Security,21-10-10
                   Scientist/Engineer in Vehicle Armour Mechanics,Developer,21-10-10
                    Fairness and Resolution Practitioner,Architects,21-10-10
                    Network Communications Administrator,Developer,21-10-10
                    Specialist Data Officers,Database Development,21-10-10
                    Specialist Data Officers - Assistant Directors,Database Development,21-10-10
                    Specialist Data Officers,Database Development,21-10-10
                    Specialist Data Officers - Directors,Database Development,21-10-10
                    Independent Assessors,Developer,21-10-10
                    Medical Device Assessor - Biomaterials and/or Engineering,Developer,21-10-10
                    I.T. Communication Engineer,Developer,21-10-10
                    I.T. Technical Manager - Voice Solutions,Architects,21-10-10
                   Application Developer,Developer,21-10-10
                   Web Interface Designer/Content Editor,Developer,21-10-10
                   Oracle Developer,Database Development,21-10-10
                   Application Development Team Leader,Developer,21-10-10
                   Solutions Architect,Architects,21-10-10
                    Spatial Databases/Applications Developer,Database Development,21-10-10
                   Lead Software Engineer,Developer,21-10-10
                    Lead Web Application Developer,Developer,21-10-10
                    Divisional Web Editor,Developer,21-10-10
                   Software Engineer (Java),Developer,21-10-10
                   Web Content Officer,Developer,21-10-10
                   Web Content Officer,Developer,21-10-10
                   Web Content Officer,Developer,21-10-10
                   Web Content Officer,Developer,21-10-10
                   Web Content Officer,Developer,21-10-10
                   Web Content Officer,Developer,21-10-10
                   Web Content Officer,Developer,21-10-10
                   Web Content Officer,Developer,21-10-10
                   Web Content Officer,Developer,21-10-10
                   Web Content Officer,Developer,21-10-10
                   Web Content Officer,Developer,21-10-10
                   Web Content Officer,Developer,21-10-10
                   Web Content Officer,Developer,21-10-10
                   Web Content Officer,Developer,21-10-10
                   Web Content Officer,Developer,21-10-10
                   Web Content Officer,Developer,21-10-10
                   Web Content Officer,Developer,21-10-10
                   Web Content Officer,Developer,21-10-10
                   Web Content Officer,Developer,21-10-10
                   Web Content Officer,Developer,21-10-10
                   Web Content Officer,Developer,21-10-10
                   Web Content Officer,Developer,21-10-10
                   Web Content Officer,Developer,21-10-10
                   Windows Server Administrator,Engineering,21-10-10
                   Hearing Attendant,Developer,14-10-10
                   Aerospace Engineer,Developer,14-10-10
                   Naval Architect,Architects,14-10-10
                    Satellite Communications Engineer,Developer,14-10-10
                    Operations Administrator (Advanced),Engineering,14-10-10
                   Divisional Web Manager,Developer,14-10-10
                    Web Design Manager,Developer,14-10-10
                   Applications Developer,Developer,14-10-10
                   Data Warehouse Project Manager,Database Development,14-10-10
                    Assistant Web Manager,Developer,14-10-10
                   OES Applications Developer,Developer,14-10-10
                   OES Applications Developer,Developer,14-10-10
                   Laboratory Technician,Engineering,14-10-10
                     Data Analytics Specialists,Database Development,14-10-10
                    Lending Officer (expected employment opportunity),Developer,14-10-10
                    Spatial Databases/Applications Developer,Database Development,14-10-10
                   Mechanical Technician,Engineering,14-10-10
                   Mining Engineer,Developer,14-10-10
                   Mining Engineer,Developer,14-10-10
                    Team Administrator - Assessment and Inspection Perth,Engineering,14-10-10
                    Team Administrator - Assessment and Inspection Perth,Engineering,14-10-10
                    Team Administrator - Assessment and Inspection Perth,Engineering,14-10-10
                    Team Administrator - Assessment and Inspection Perth,Engineering,14-10-10
                    Team Administrator - Assessment and Inspection Perth,Engineering,14-10-10
                    Team Administrator - Assessment and Inspection Perth,Engineering,14-10-10
                    Team Administrator - Assessment and Inspection Perth,Engineering,14-10-10
                    Team Administrator - Assessment and Inspection Perth,Engineering,14-10-10
                    Team Administrator - Assessment and Inspection Perth,Engineering,14-10-10
                    Mainframe Application Developer,Developer,14-10-10
                    Mainframe Application Developer,Developer,14-10-10
                    Mainframe Application Developer,Developer,14-10-10
                    Midrange Application Developer,Developer,14-10-10
                    Midrange Application Developer,Developer,14-10-10
                    Mainframe Application Developer,Developer,14-10-10
                   Investigator,Security,07-10-10
                    Network Engineer,Developer,07-10-10
                    Network Engineer,Developer,07-10-10
                    Investigator,Security,07-10-10
                   Naval Architect,Architects,07-10-10
                   Aerospace Technician - Project Engineer,Developer,07-10-10
                   Aerospace Technician - Project Engineer,Developer,07-10-10
                   Mechanical Engineer  Configuration Manager,Developer,07-10-10
                   Project Communications Engineer - Emerging Projects,Developer,07-10-10
                   Engineering Manager,Developer,07-10-10
                   Electrical and Electronics Technician,Engineering,07-10-10
                   Software Architecture Researcher,Architects,07-10-10
                    Assistant Director - Infrastructure Systems Architecture,Architects,07-10-10
                    System Administrator (expected employment opportunity),Engineering,07-10-10
                    Enterprise Architects,Architects,07-10-10
                   IT Architect,Architects,07-10-10
                   Software Prototype Developer,Developer,07-10-10
                    Security Software Developer,Developer,07-10-10
                   Weekend Cook,Developer,07-10-10
                   Weekend Cook,Developer,07-10-10
                    Night Attendant,Developer,07-10-10
                   Relief Night Attendant,Developer,07-10-10
                    Software Developer (expected employment opportunity),Developer,07-10-10
                   Mechanical Manager,Engineering,07-10-10
                   System Tester,Testing and Quality,07-10-10
                   Web Administrator/Communications,Developer,07-10-10
                    Website/Communications Administrator,Developer,07-10-10
                    Software Developer,Developer,07-10-10
                    Software Developer,Developer,07-10-10
                    Software Developer,Developer,07-10-10
                    Software Developer,Developer,07-10-10
                    Software Developer,Developer,07-10-10
                    Software Developer,Developer,07-10-10
                    Software Developer,Developer,07-10-10
                    Software Developer,Developer,07-10-10
                    Software Developer,Developer,07-10-10
                    Software Developer,Developer,07-10-10
                    Software Developer,Developer,07-10-10
                    Software Developer,Developer,07-10-10
                    Software Developer,Developer,07-10-10
                    Software Developer,Developer,07-10-10
                    Software Developer,Developer,07-10-10
                   Database Officer,Database Development,07-10-10
                   Applications Delivery Manager,Developer,30-09-10
                   Applications Delivery Manager,Developer,30-09-10
                   Applications Delivery Manager,Developer,30-09-10
                    Infrastructure Architect,Architects,30-09-10
                    Assistant Director - IT Applications Management,Developer,30-09-10
                   IT Vendor Coordination Manager,Developer,30-09-10
                    Materiel Data Officer,Database Development,30-09-10
                   IT Web Developer,Developer,30-09-10
                    Mechanical Engineer,Developer,30-09-10
                    Retendering Support Officers,Developer,30-09-10
                    Retendering Project Manager,Developer,30-09-10
                    Retendering Project Manager,Developer,30-09-10
                    Data Manager,Database Development,30-09-10
                   Head of Computer Network Defence and Forensics,Developer,30-09-10
                    Radio Frequency Engineer,Developer,30-09-10
                   Hardware-in-the-Loop Simulation Specialist,Engineering,30-09-10
                   Hardware-in-the-Loop Simulation Specialist,Engineering,30-09-10
                   CFBLNet  Assistant Manager,Developer,30-09-10
                    CFBLNet  Manager,Developer,30-09-10
"                   Engineer in Navigation, Guidance, and Control",Developer,30-09-10
                    Security Software Developer,Developer,30-09-10
                    Database Administrator,Database Development,30-09-10
                    Research Engineer/Scientist,Developer,30-09-10
                    Research Engineer/Scientist,Developer,30-09-10
                   Website Publishing Officer,Developer,30-09-10
                   Website Publishing Officer,Developer,30-09-10
                   Website Publishing Officer,Developer,30-09-10
                   Website Publishing,Developer,30-09-10
                   Network Communications Officer,Developer,30-09-10
                    Enterprise Architect,Architects,30-09-10
                   Webmaster,Developer,30-09-10
                    GIS Data Manager,Database Development,30-09-10
                    Credit Card Administrator,Engineering,30-09-10
"                   Assistant Director, Mechanical Services",Engineering,30-09-10
                    Cabinet and Government Relations Officer,Developer,30-09-10
                    3D Applications Developer/Programmer,Developer,30-09-10
                    Solution Architect,Architects,30-09-10
                    Data Miner,Database Development,30-09-10
                    Data Miner,Database Development,30-09-10
                    Solution Designer - Business Analyst,Architects,30-09-10
                    Solution Designer - Business Analyst,Architects,30-09-10
                    IT Help Desk Technician,Engineering,30-09-10
                    IT Help Desk Technician - Executive and Ministerial Support,Engineering,30-09-10
                  Web Content Officer,Developer,23-09-10
                  Web Publishing Coordinator,Developer,23-09-10
                   Mechanical Engineer,Developer,23-09-10
                   Electrical Engineer,Developer,23-09-10
                   Electrical Engineer,Developer,23-09-10
                   Naval Architect  Structural Engineer,Architects,23-09-10
                   Project Communications Engineer - Resident Engineer,Developer,23-09-10
                    Scientist/Engineer in Helicopter Flight Modelling,Developer,23-09-10
                    ICT Security Technologist,Security,23-09-10
                    Data Centre Manager,Database Development,23-09-10
                    ICT Security Technologist,Security,23-09-10
                    Web Developer,Developer,23-09-10
                    Web Developer,Developer,23-09-10
                    Data Centre Technician,Database Development,23-09-10
                   Heavy Vehicle Technician,Engineering,23-09-10
                   Heavy Vehicle Technician,Engineering,23-09-10
                   Heavy Vehicle Technician,Engineering,23-09-10
                   ICT Technologists and System Administrators,Engineering,23-09-10
                    Audio Visual Support Technician,Engineering,23-09-10
                    Web Support Officer,Developer,23-09-10
                    ICT Network Specialist,Developer,23-09-10
                    Web Developer,Developer,23-09-10
                   Web Administrator and Designer,Developer,23-09-10
                   Systems Architect,Architects,23-09-10
                   Systems Architect,Architects,23-09-10
                    Web Developer (expected employment opportunity),Developer,23-09-10
                    Supervising Examiner of Patents (expected employment opportunity),Testing and Quality,23-09-10
                    Software Engineer,Developer,23-09-10
                    Communications Assistant,Telecommunications,23-09-10
                    Communications Strategist,Telecommunications,23-09-10
                    Mainframe Application Developer,Developer,23-09-10
                    Mainframe Application Developer,Developer,23-09-10
                    Director of Operational Analytics Application,Developer,23-09-10
                    Director of Operational Analytics Application,Developer,23-09-10
                    Director of Operational Analytics Application,Developer,23-09-10
"                     Application Packager, ICT Operations Desktop",Developer,16-09-10
                     I.T Strategy and Architecture Analyst,Architects,16-09-10
                     I.T Strategy and Architecture Analyst,Architects,16-09-10
                    System Administrator,Engineering,16-09-10
                    System Administrator,Engineering,16-09-10
                   EDRMS Administrator,Engineering,16-09-10
                    Explosive Ordnance Armaments Technician / Design Engineer,Developer,16-09-10
                   Engineering Manager,Developer,16-09-10
                   Project Communications Engineer,Developer,16-09-10
                   Combat System Project  Engineer,Developer,16-09-10
                   Project Communications Engineer,Developer,16-09-10
                   Materiel Inventory Officer  Commons Repair Item Manager,Engineering,16-09-10
                   Claims Administrator,Engineering,16-09-10
                    Local Site Administrator (LSA),Engineering,16-09-10
                   Electronic Design Engineer,Developer,16-09-10
                    Solution Architects,Architects,16-09-10
                    Solution Architects,Architects,16-09-10
                   Electronics Technician,Engineering,16-09-10
"                   Aerospace Engineer in Guidance, Navigation and Control",Developer,16-09-10
                   Heavy Vehicle Technician,Engineering,16-09-10
                   Heavy Vehicle Technician,Engineering,16-09-10
                    Defence Scientist in Naval Architecture,Architects,16-09-10
                    Defence Scientist in Naval Architecture,Architects,16-09-10
                    Assisted Voluntary Resolution Officer,Architects,16-09-10
                    ITO - Telecommunications IT Infrastructure,Engineering,16-09-10
                    ITO - Telecommunications IT Infrastructure,Engineering,16-09-10
                   Application Architect - IBIS,Architects,16-09-10
                   Engineering Supervisor,Developer,16-09-10
                    Network Project Officer,Developer,16-09-10
                     Corporate Positions (expected employment opportunity),Testing and Quality,16-09-10
                    Web Developer,Developer,16-09-10
                    SAS Programmer,Developer,16-09-10
                    Information Designer,Telecommunications,16-09-10
                    Web Administrator,Developer,09-09-10
                     Software Engineer,Developer,09-09-10
                     Data Mining & Analytics Specialist,Database Development,09-09-10
                    Database Architect/Administrator,Architects,09-09-10
                    Database Developer,Database Development,09-09-10
"                    Manager, People Strategies & Solutions",Architects,09-09-10
"                    Manager, People Strategies & Solutions",Architects,09-09-10
                   Marine Technician  Sirius Baseline Officer,Engineering,09-09-10
                    Software Developer,Developer,09-09-10
                   Heavy Vehicle Technician,Engineering,09-09-10
                   Heavy Vehicle Technician (SA),Engineering,09-09-10
                   Engineering Technologist (expected employment opportunity),Developer,09-09-10
                    Life Support Technician,Engineering,09-09-10
                    Electrical / Electronic Technician,Engineering,09-09-10
                    Assistant Web Manager,Developer,09-09-10
                   Navy Internet Content Manager,Developer,09-09-10
                    Aerospace Engineer,Developer,09-09-10
                   Heavy Vehicle Technician (WA),Engineering,09-09-10
                   Maritime Software Applications Development Lead,Developer,09-09-10
                    Maritime Simulation Applications Specialist,Developer,09-09-10
                    Night Attendant,Developer,09-09-10
                    IT Application Support Officer,Developer,09-09-10
                   Front of House and Galleries Co-ordinator,Developer,09-09-10
"                    Senior Manager, Complaints Resolution",Architects,09-09-10
                   Aurion Administrator (expected employment opportunity),Engineering,02-09-10
                    Court Attendant,Developer,02-09-10
                   Engineer in Radar Frequency Seekers,Developer,02-09-10
                    Network Engineers,Developer,02-09-10
                    Aerospace Technician - Maintenance Coordinator,Engineering,02-09-10
                    Project Communications Engineer,Developer,02-09-10
                   Heavy Vehicle Technician,Engineering,02-09-10
                   Heavy Vehicle Technician,Engineering,02-09-10
                   Materiel Data Officer,Database Development,02-09-10
                   Aerospace Engineer,Developer,02-09-10
                    Project Communications Engineer,Developer,02-09-10
                   Materiel Data Officer (expected employment opportunity),Database Development,02-09-10
                    Enterprise Architects,Architects,02-09-10
                    Mechanical Testing Officer,Engineering,02-09-10
                    Mechanical Testing Officer,Engineering,02-09-10
                   Exhibitions & Education Administrator,Engineering,02-09-10
                    Public Programs & Events Administrator,Engineering,02-09-10
                   Database Administrator,Database Development,02-09-10
                    Transport Security Inspectors,Security,02-09-10
                    Great opportunities at the APS 5 level,Testing and Quality,02-09-10
                    Windows Server & Desktop Administrator,Engineering,02-09-10
                   Full-time Editor,Developer,02-09-10
                    Investigator,Security,02-09-10
                    System Administrator,Engineering,02-09-10
                    Video Conferencing Engineer,Developer,26-08-10
                    Developer,Developer,26-08-10
                    Investigator,Security,26-08-10
                   .NET Developer,Developer,26-08-10
                    Electronics Engineer  Regional Support  Engineer,Developer,26-08-10
                    Data Manager,Database Development,26-08-10
                   Explosive Ordnance Armaments Technician,Engineering,26-08-10
                   Project Communications Engineer,Developer,26-08-10
                    Project Software Engineer,Developer,26-08-10
                    Data Integrity Manager,Database Development,26-08-10
                   Electronics Engineer,Developer,26-08-10
                    Leased Lines Operational Administrator,Engineering,26-08-10
                   Simulation Technician 2,Engineering,26-08-10
                    Radio Frequency Engineer,Developer,26-08-10
                    Radio Frequency Engineer,Developer,26-08-10
                   Website Support Officer,Developer,26-08-10
"                    Director, IT Applications Development",Developer,26-08-10
                    Weekend Duty Manager,Developer,26-08-10
                    Weekend Duty Manager,Developer,26-08-10
                    Weekend Duty Manager,Developer,26-08-10
                    Weekend Duty Manager,Developer,26-08-10
                    Weekend Duty Manager,Developer,26-08-10
                   Weekend Cook,Developer,26-08-10
                   Weekend Cook,Developer,26-08-10
                   Weekend Cook,Developer,26-08-10
                   Weekend Cook,Developer,26-08-10
                   Weekend Cook,Developer,26-08-10
                   Weekend Cook,Developer,26-08-10
                   Weekend Cook,Developer,26-08-10
                   Weekend Cook,Developer,26-08-10
                   Weekend Cook,Developer,26-08-10
                   Weekend Cook,Developer,26-08-10
                   Weekend Cook,Developer,26-08-10
                   Weekend Cook,Developer,26-08-10
                   Weekend Cook,Developer,26-08-10
                    Communications and Marketing Assistant,Telecommunications,26-08-10
                    Fitter and Machinist - Interactive Exhibit Builder (expected employment opportunity),Testing and Quality,26-08-10
                    Fitter and Machinist - Interactive Exhibit Builder (expected employment opportunity),Testing and Quality,26-08-10
                    Executive Support & Cabinet Liaison Officer,Developer,26-08-10
                    IT Infrastructure Specialist,Engineering,26-08-10
                    Facilities Administrator,Engineering,26-08-10
                     Applications Officer,Developer,19-08-10
                   Database Assistant,Database Development,19-08-10
                    Network Engineer,Developer,19-08-10
                   IT Support Officer - Network Services,Developer,19-08-10
                   Patient Administrator,Engineering,19-08-10
                   Simulation Technician 2,Engineering,19-08-10
                    BoM Broadband 5 (Professional Officer Class 2),Database Development,19-08-10
                   IT Database Manager,Database Development,19-08-10
                   Application Development Officer,Developer,19-08-10
                   GIS Application Developer,Developer,19-08-10
"                   Manager, Spatial Data Centre",Database Development,19-08-10
                    Application Support Officer,Developer,19-08-10
                   Weekend Cook,Developer,19-08-10
                   Weekend Cook,Developer,19-08-10
                   Weekend Cook,Developer,19-08-10
                   Weekend Cook,Developer,19-08-10
                   Weekend Cook,Developer,19-08-10
                    Night Attendant,Developer,19-08-10
                    Night Attendant,Developer,19-08-10
                   Weekend Cook,Developer,19-08-10
                    Night Attendant,Developer,19-08-10
                   Weekend Cook,Developer,19-08-10
                    Relief Night Attendant,Developer,19-08-10
                    Relief Night Attendant,Developer,19-08-10
                    Relief Night Attendant,Developer,19-08-10
                    Night Attendant,Developer,19-08-10
                    Graphic Designer and Web Administrator,Developer,19-08-10
                   Briefings and Correspondence (expected employment opportunity),Testing and Quality,19-08-10
                    Java Developer,Developer,19-08-10
                    Software Product Manager,Developer,19-08-10
                    Software Product Manager,Developer,19-08-10
                    Database Administrator,Database Development,19-08-10
                    Software Architect,Architects,19-08-10
                    Web Support Officer,Developer,19-08-10
                    Judgments and Database Support Officer,Database Development,12-08-10
                    Electronics Engineer,Developer,12-08-10
                    Certification Engineer,Developer,12-08-10
                   Windows Administrator,Engineering,12-08-10
                   Electrical and Electronic Technician,Engineering,12-08-10
                    Junior Unix Administrator,Engineering,12-08-10
                   Electrical / Electronic Technician - Configuration Manager,Engineering,12-08-10
                   Mechanical Fabrication Specialist,Engineering,12-08-10
                   Mechatronics Engineer,Developer,12-08-10
                   Finance/Office Administrator,Engineering,12-08-10
"                    Forecaster, Defence Meteorological Support Unit  - 2 positions available",Testing and Quality,12-08-10
                    Software Engineer (SITOC),Developer,12-08-10
                    Software Engineer (SITOC),Developer,12-08-10
                    Software Engineer- Test and Release (SITOC),Developer,12-08-10
                    Data Architect,Architects,12-08-10
                    Libraries Australia Document Delivery Administrator,Engineering,12-08-10
                   Weekend Cook,Developer,12-08-10
                   Weekend Cook,Developer,12-08-10
                   Weekend Cook,Developer,12-08-10
                    Web Publisher,Developer,12-08-10
                    Web Publisher,Developer,12-08-10
                    APS Level 5 - Junior Analytics Technician,Engineering,12-08-10
                    Chamber and Estimates Attendant,Developer,12-08-10
                    Chief Web Editor,Developer,12-08-10
                    Investigator,Security,12-08-10
                    COGNOS Business Intelligence Solution Designer,Architects,12-08-10
                    IT Infrastructure Lead,Engineering,12-08-10
                    IT Infrastructure Officer,Engineering,12-08-10
                    Infrastructure Specialist,Engineering,12-08-10
                    Tester,Testing and Quality,05-08-10
                    Enterprise Architect,Architects,05-08-10
                    Content Assessor/Investigator,Security,05-08-10
                    Electrical / Electronics Technician,Engineering,05-08-10
                   Chief Engineer,Developer,05-08-10
                    Assistant Director Infrastructure Capability Coordination,Engineering,05-08-10
                   Lead Simulation - Engineer/Scientist,Developer,05-08-10
                   Engineering Manager,Developer,05-08-10
                   Web Developer,Developer,05-08-10
                   Reef Permits Application Development & Maintenance Officer,Developer,05-08-10
                   Solution Broker - Petrol Sniffing Strategy,Architects,05-08-10
                   Junior Siebel Developer,Developer,05-08-10
                   Siebel Developer,Developer,05-08-10
                   Siebel Solutions Designer,Architects,05-08-10
                    ICT Database Administrator,Database Development,05-08-10
                    Configuration Database Manager,Database Development,05-08-10
                    Software Configuration Manager,Developer,05-08-10
                    Data Mining Specialist,Database Development,05-08-10
                    Applications Developers,Developer,05-08-10
                    2011 APS ICT Apprenticeship Program (expected employment opportunity),Testing and Quality,05-08-10
                    2011 APS ICT Cadetship Program (expected employment opportunity) (expected,Testing and Quality,05-08-10
                    Network Infrastructure Manager,Developer,29-07-10
                   Cadet Radiocommunications Engineer,Developer,29-07-10
                   Air Force Web Manager (expected employment opportunity),Developer,29-07-10
                   Deputy Director  Infrastructure Support,Engineering,29-07-10
                    Naval Architect,Architects,29-07-10
                   Materiel Data Officer,Database Development,29-07-10
                   Electrical Engineer,Developer,29-07-10
"                    Assistant Director, Infrastructure Financial Planning",Engineering,29-07-10
                   Mechanical Engineer,Developer,29-07-10
                   Weapons Hardware Technologist,Engineering,29-07-10
                   Cyber-Security Professional,Security,29-07-10
                   Web Applications Specialist,Developer,29-07-10
                   Engineer/Scientist for Modelling Radion Frequency Seekers,Developer,29-07-10
                   Telemetry Technician,Engineering,29-07-10
                    Aircraft Structural Integrity Engineer,Developer,29-07-10
                    Aircraft Structural Integrity Engineer,Developer,29-07-10
                   Investigator,Security,29-07-10
                    Ingestion Data Unit Manager,Database Development,29-07-10
                    Lead Architect,Architects,29-07-10
                   Permit Application Assessor (Research),Developer,29-07-10
                    Assistant Director - Web Services,Developer,29-07-10
                   Assistant Manager Stack Services,Developer,29-07-10
                   Night Attendant,Developer,29-07-10
                   Night Attendant,Developer,29-07-10
                   Night Attendant,Developer,29-07-10
                   Application Operations Section Manager,Developer,29-07-10
                   Applications Development Section Manager,Developer,29-07-10
                    SQL Database Administrator,Database Development,29-07-10
                    Investigator (expected employment opportunity),Security,29-07-10
                   Access Programmer,Developer,22-07-10
                    Network Engineer/System Administrator,Developer,22-07-10
                    Developer,Developer,22-07-10
                    Project Engineering Manager,Developer,22-07-10
                   Mechanical Engineer,Developer,22-07-10
                    Electrical and Electronics Technician,Engineering,22-07-10
                   Electrical Engineer,Developer,22-07-10
                   Communications Technician,Engineering,22-07-10
                    Engineering Manager (expected employment opportunity),Developer,22-07-10
                   Materiel Data Officer,Database Development,22-07-10
                   Materiel Data Officer,Database Development,22-07-10
                   Engineering Manager,Developer,22-07-10
                   Engineering Technologist,Developer,22-07-10
                   Network Administrator,Developer,22-07-10
                    Engineering Technologist,Developer,22-07-10
                   Principal Electronic Engineer,Developer,22-07-10
                   Principal Electronic Engineer,Developer,22-07-10
                   Infrastructure Solution Architect,Architects,22-07-10
                    Desktop and Account Administrator,Engineering,22-07-10
                    Communications Technician (Expected vacancy),Engineering,22-07-10
                    Communications Technician,Engineering,22-07-10
                    Investment Administrator,Engineering,22-07-10
                    Database Administrator,Database Development,22-07-10
                    Messengerial Attendants,Developer,22-07-10
                    Cabinet Liaison Officer,Developer,22-07-10
                   Project Engineer,Developer,22-07-10
                   Sound Preservation Technician,Engineering,22-07-10
                  Investigator,Security,22-07-10
                    SAP Access Administrator,Engineering,22-07-10
                    Web Developer,Developer,22-07-10
                    Web Developer,Developer,22-07-10
                    Web Developer,Developer,22-07-10
                    Solution Architect,Architects,22-07-10
                    Tester,Testing and Quality,15-07-10
                    Tester,Testing and Quality,15-07-10
                   Investigator,Security,15-07-10
                    Aerospace Engineer - Aeromechanical Design Engineer,Developer,15-07-10
